-0.1023311361,0.1023311361
-0.1023424438,0.1023424438
-0.102375959,0.102375959
-0.1024310693,0.1024310693
-0.1025071627,0.1025071627
-0.1026036268,0.1026036268
-0.1027198496,0.1027198496
-0.1028552187,0.1028552187
-0.1030091221,0.1030091221
-0.1031809475,0.1031809475
-0.1033700826,0.1033700826
-0.1035759154,0.1035759154
-0.1037978336,0.1037978336
-0.1040352251,0.1040352251
-0.1042874775,0.1042874775
-0.1045539788,0.1045539788
-0.1048341167,0.1048341167
-0.105127279,0.105127279
-0.1054328536,0.1054328536
-0.1057502282,0.1057502282
-0.1060787906,0.1060787906
-0.1064179287,0.1064179287
-0.1067670302,0.1067670302
-0.107125483,0.107125483
-0.1074926748,0.1074926748
-0.1078679935,0.1078679935
-0.1082508268,0.1082508268
-0.1086405626,0.1086405626
-0.1090365886,0.1090365886
-0.1094382927,0.1094382927
-0.1098450626,0.1098450626
-0.1102562862,0.1102562862
-0.1106713513,0.1106713513
-0.1110896457,0.1110896457
-0.1115105571,0.1115105571
-0.1119334734,0.1119334734
-0.1123577824,0.1123577824
-0.1127828718,0.1127828718
-0.1132081296,0.1132081296
-0.1136329434,0.1136329434
-0.1140567011,0.1140567011
-0.1144787905,0.1144787905
-0.1148985994,0.1148985994
-0.1153155156,0.1153155156
-0.1157289269,0.1157289269
-0.1161382211,0.1161382211
-0.116542786,0.116542786
-0.1169420094,0.1169420094
-0.1173352791,0.1173352791
-0.1177219829,0.1177219829
-0.1181015086,0.1181015086
-0.1184733999,0.1184733999
-0.1188378235,0.1188378235
-0.1191951021,0.1191951021
-0.1195455583,0.1195455583
-0.1198895148,0.1198895148
-0.1202272942,0.1202272942
-0.1205592191,0.1205592191
-0.1208856122,0.1208856122
-0.1212067961,0.1212067961
-0.1215230934,0.1215230934
-0.1218348269,0.1218348269
-0.122142319,0.122142319
-0.1224458925,0.1224458925
-0.12274587,0.12274587
-0.1230425741,0.1230425741
-0.1233363275,0.1233363275
-0.1236274528,0.1236274528
-0.1239162726,0.1239162726
-0.1242031096,0.1242031096
-0.1244882864,0.1244882864
-0.1247721257,0.1247721257
-0.1250549501,0.1250549501
-0.1253370821,0.1253370821
-0.1256188446,0.1256188446
-0.12590056,0.12590056
-0.126182551,0.126182551
-0.1264651404,0.1264651404
-0.1267486506,0.1267486506
-0.1270334044,0.1270334044
-0.1273197243,0.1273197243
-0.1276079331,0.1276079331
-0.1278983533,0.1278983533
-0.1281913076,0.1281913076
-0.1284871186,0.1284871186
-0.128786109,0.128786109
-0.1290886014,0.1290886014
-0.1293949184,0.1293949184
-0.1297053827,0.1297053827
-0.1300203169,0.1300203169
-0.1303400437,0.1303400437
-0.1306648856,0.1306648856
-0.1309951654,0.1309951654
-0.1313312056,0.1313312056
-0.1316733289,0.1316733289
-0.1320218579,0.1320218579
-0.1323771153,0.1323771153
-0.1327394237,0.1327394237
-0.1331091057,0.1331091057
-0.133486484,0.133486484
-0.1338718812,0.1338718812
-0.1342654531,0.1342654531
-0.1346666883,0.1346666883
-0.1350749083,0.1350749083
-0.1354894347,0.1354894347
-0.1359095894,0.1359095894
-0.1363346938,0.1363346938
-0.1367640697,0.1367640697
-0.1371970387,0.1371970387
-0.1376329224,0.1376329224
-0.1380710426,0.1380710426
-0.1385107208,0.1385107208
-0.1389512787,0.1389512787
-0.139392038,0.139392038
-0.1398323203,0.1398323203
-0.1402714472,0.1402714472
-0.1407087405,0.1407087405
-0.1411435217,0.1411435217
-0.1415751125,0.1415751125
-0.1420028346,0.1420028346
-0.1424260096,0.1424260096
-0.1428439592,0.1428439592
-0.143256005,0.143256005
-0.1436614687,0.1436614687
-0.1440596718,0.1440596718
-0.1444499362,0.1444499362
-0.1448315834,0.1448315834
-0.145203935,0.145203935
-0.1455663128,0.1455663128
-0.1459180383,0.1459180383
-0.1462584332,0.1462584332
-0.1465868193,0.1465868193
-0.146902518,0.146902518
-0.1472048512,0.1472048512
-0.1474931403,0.1474931403
-0.1477667072,0.1477667072
-0.1480248733,0.1480248733
-0.1482669605,0.1482669605
-0.1484922903,0.1484922903
-0.1487001843,0.1487001843
-0.1488899643,0.1488899643
-0.1490609519,0.1490609519
-0.1492124687,0.1492124687
-0.1493438364,0.1493438364
-0.1494543767,0.1494543767
-0.1495434111,0.1495434111
-0.1496102613,0.1496102613
-0.1496542491,0.1496542491
-0.149674696,0.149674696
-0.1496709237,0.1496709237
-0.1496422538,0.1496422538
-0.1495885195,0.1495885195
-0.1495116001,0.1495116001
-0.1494138863,0.1494138863
-0.1492977689,0.1492977689
-0.1491656386,0.1491656386
-0.1490198862,0.1490198862
-0.1488629024,0.1488629024
-0.1486970781,0.1486970781
-0.1485248039,0.1485248039
-0.1483484706,0.1483484706
-0.1481704691,0.1481704691
-0.14799319,0.14799319
-0.1478190241,0.1478190241
-0.1476503622,0.1476503622
